,CH1
Second,Volt
-3.64000e-06,-1.60e-02, 
-3.62000e-06,8.00e-03, 
-3.60000e-06,8.00e-03, 
-3.58000e-06,-1.60e-02, 
-3.56000e-06,0.00e+00, 
-3.54000e-06,-8.00e-03, 
-3.52000e-06,8.00e-03, 
-3.50000e-06,-1.60e-02, 
-3.48000e-06,8.00e-03, 
-3.46000e-06,-1.60e-02, 
-3.44000e-06,0.00e+00, 
-3.42000e-06,-2.40e-02, 
-3.40000e-06,-2.40e-02, 
-3.38000e-06,8.00e-03, 
-3.36000e-06,-8.00e-03, 
-3.34000e-06,8.00e-03, 
-3.32000e-06,-1.60e-02, 
-3.30000e-06,8.00e-03, 
-3.28000e-06,0.00e+00, 
-3.26000e-06,-1.60e-02, 
-3.24000e-06,-1.60e-02, 
-3.22000e-06,8.00e-03, 
-3.20000e-06,1.60e-02, 
-3.18000e-06,-1.60e-02, 
-3.16000e-06,0.00e+00, 
-3.14000e-06,-8.00e-03, 
-3.12000e-06,0.00e+00, 
-3.10000e-06,-1.60e-02, 
-3.08000e-06,-1.60e-02, 
-3.06000e-06,8.00e-03, 
-3.04000e-06,-1.60e-02, 
-3.02000e-06,8.00e-03, 
-3.00000e-06,-1.60e-02, 
-2.98000e-06,8.00e-03, 
-2.96000e-06,-1.60e-02, 
-2.94000e-06,8.00e-03, 
-2.92000e-06,-2.40e-02, 
-2.90000e-06,8.00e-03, 
-2.88000e-06,8.00e-03, 
-2.86000e-06,-1.60e-02, 
-2.84000e-06,8.00e-03, 
-2.82000e-06,-8.00e-03, 
-2.80000e-06,8.00e-03, 
-2.78000e-06,-1.60e-02, 
-2.76000e-06,8.00e-03, 
-2.74000e-06,-1.60e-02, 
-2.72000e-06,-8.00e-03, 
-2.70000e-06,0.00e+00, 
-2.68000e-06,-1.60e-02, 
-2.66000e-06,8.00e-03, 
-2.64000e-06,-1.60e-02, 
-2.62000e-06,8.00e-03, 
-2.60000e-06,-1.60e-02, 
-2.58000e-06,8.00e-03, 
-2.56000e-06,0.00e+00, 
-2.54000e-06,-1.60e-02, 
-2.52000e-06,0.00e+00, 
-2.50000e-06,-1.60e-02, 
